Athlete ID,Name,Gender,Type,Country Code,Country Name,Native Language,Event Type,Event Name,Date of Birth,,,Medal ID,Medal Type,Medal Rank,Event Date,Opponent Name,,Game,,,,,Start Time,End Time,,,,Venue,Stadium
1543080,ALOBAIDLI Amani,Female,Athlete,BRN,Bahrain,Bahrain,['Swimming'],"[""Women's 100m Backstroke""]",14/01/2006,,,1943206,Gold Medal,1,5/8/2024,Caroline MARKS,,Surfing,,,,,2024-07-28T12:00:00+02:00,2024-07-28T21:00:00+02:00,,,,Roland-Garros Stadium,Roland-Garros - Court 13
1543085,SARLAK Alireza,Male,Athlete,IRI,IR Iran,IR Iran,['Wrestling'],"[""Men's Freestyle 57kg""]",30/04/1997,,,1955783,Silver Medal,2,5/8/2024,Tatiana WESTON-WEBB,,Surfing,,,,,2024-07-28T12:04:00+02:00,2024-07-28T12:15:00+02:00,,,,North Paris Arena,North Paris Arena
1543088,ZARE Amir Hossein,Male,Athlete,IRI,IR Iran,IR Iran,['Wrestling'],"[""Men's Freestyle 125kg""]",16/01/2001,,,1567359,Bronze Medal,3,5/8/2024,Johanne DEFAY,,Surfing,,,,,2024-07-28T12:05:00+02:00,2024-07-28T13:30:00+02:00,,,,Aquatics Centre,Aquatics Centre
1543090,CHHUN Bunthorn,Male,Athlete,CAM,Cambodia,Cambodia,['Athletics'],"[""Men's 800m""]",31/05/1993,,,TRIXTEAM4---GER01,Gold Medal,1,5/8/2024,Germany,,Triathlon,,,,,2024-07-28T12:06:00+02:00,2024-07-28T12:12:00+02:00,,,,Champ-de-Mars Arena,Champ-de-Mars Arena Mat 1
1543093,GHALI Saud,Male,Athlete,BRN,Bahrain,Bahrain,['Swimming'],"[""Men's 200m Breaststroke""]",17/08/2004,,,TRIXTEAM4---USA01,Silver Medal,2,5/8/2024,United States,,Triathlon,,,,,2024-07-28T12:06:00+02:00,2024-07-28T12:12:00+02:00,,,,Champ-de-Mars Arena,Champ-de-Mars Arena Mat 2
1543095,AZARPIRA Amirali,Male,Athlete,IRI,IR Iran,IR Iran,['Wrestling'],"[""Men's Freestyle 97kg""]",26/03/2002,,,TRIXTEAM4---GBR01,Bronze Medal,3,5/8/2024,Great Britain,,Triathlon,,,,,2024-07-28T12:12:00+02:00,2024-07-28T12:18:00+02:00,,,,Champ-de-Mars Arena,Champ-de-Mars Arena Mat 1
1543197,NOOR ZAHI Sha Mahmood,Male,Athlete,AFG,Afghanistan,Afghanistan,['Athletics'],"[""Men's 100m""]",21/03/1991,,,1960933,Gold Medal,1,6/8/2024,Cole HOCKER,,Athletics,,,,,2024-07-28T12:15:00+02:00,2024-07-28T13:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 1
1543247,FERGAT Abdelkarim,Male,Athlete,ALG,Algeria,Algeria,['Wrestling'],"[""Men's Greco-Roman 60kg""]",2/3/1994,,,1924440,Silver Medal,2,6/8/2024,Josh KERR,,Athletics,,,,,2024-07-28T12:15:00+02:00,2024-07-28T13:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 2
1543253,GHAIOU Ishak,Male,Athlete,ALG,Algeria,Algeria,['Wrestling'],"[""Men's Greco-Roman 67kg""]",24/01/1995,,,1965327,Bronze Medal,3,6/8/2024,Yared NUGUSE,,Athletics,,,,,2024-07-28T12:15:00+02:00,2024-07-28T13:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 3
1543258,OUAKALI Abd Elkrim,Male,Athlete,ALG,Algeria,Algeria,['Wrestling'],"[""Men's Greco-Roman 77kg""]",19/03/1993,,,1961246,Gold Medal,1,6/8/2024,Miltiadis TENTOGLOU,,Athletics,,,,,2024-07-28T12:15:00+02:00,2024-07-28T13:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 4
1543266,SID AZARA Bachir,Male,Athlete,ALG,Algeria,Algeria,['Wrestling'],"[""Men's Greco-Roman 87kg""]",3/3/1996,,,1938899,Silver Medal,2,6/8/2024,Wayne PINNOCK,,Athletics,,,,,2024-07-28T12:20:00+02:00,2024-07-28T12:31:00+02:00,,,,North Paris Arena,North Paris Arena
1543272,NGUYEN Nhat,Male,Athlete,IRL,Ireland,Ireland,['Badminton'],"[""Men's Singles""]",16/06/2000,,,1552378,Bronze Medal,3,6/8/2024,Mattia FURLANI,,Athletics,,,,,2024-07-28T12:25:00+02:00,2024-07-28T12:50:00+02:00,,,,Grand Palais,Grand Palais - Blue Piste
1543274,O'ROURKE Aoife,Female,Athlete,IRL,Ireland,Ireland,['Boxing'],"[""Women's 75kg""]",2/7/1997,,,1965868,Gold Medal,1,6/8/2024,Gabrielle THOMAS,,Athletics,,,,,2024-07-28T12:25:00+02:00,2024-07-28T12:50:00+02:00,,,,Grand Palais,Grand Palais - Yellow Piste
1543281,FAVORS Eric,Male,Athlete,IRL,Ireland,Ireland,['Athletics'],"[""Men's Shot Put""]",16/11/1996,,,1537325,Silver Medal,2,6/8/2024,Julien ALFRED,,Athletics,,,,,2024-07-28T12:25:00+02:00,2024-07-28T12:50:00+02:00,,,,Grand Palais,Grand Palais - Green Piste
1543282,TUTHILL Nicola,Female,Athlete,IRL,Ireland,Ireland,['Athletics'],"[""Women's Hammer Throw""]",22/12/2003,,,1960588,Bronze Medal,3,6/8/2024,Brittany BROWN,,Athletics,,,,,2024-07-28T12:25:00+02:00,2024-07-28T12:50:00+02:00,,,,Grand Palais,Grand Palais - Red Piste
1543283,HARRISON Roisin,Female,Alternate Athlete,IRL,Ireland,Ireland,['Athletics'],['4 x 400m Relay Mixed'],10/10/1996,,,1926102,Gold Medal,1,6/8/2024,Winfred YAVI,,Athletics,,,,,2024-07-28T12:30:00+02:00,2024-07-28T12:47:00+02:00,,,,Nautical St - Flat water,Vaires-sur-Marne Nautical Stadium - Flat water
1543285,MANNING Cliodhna,Female,Alternate Athlete,IRL,Ireland,Ireland,['Athletics'],"[""Women's 4 x 400m Relay""]",26/04/1995,,,1971686,Silver Medal,2,6/8/2024,Peruth CHEMUTAI,,Athletics,,,,,2024-07-28T12:35:00+02:00,2024-07-28T13:10:00+02:00,,,,Marseille Marina,Marseille Marina - Frioul
1543288,McGING Ciara,Female,Athlete,IRL,Ireland,Ireland,['Diving'],"[""Women's 10m Platform""]",3/3/2001,,,1910453,Bronze Medal,3,6/8/2024,Faith CHEROTICH,,Athletics,,,,,2024-07-28T12:36:00+02:00,2024-07-28T12:47:00+02:00,,,,North Paris Arena,North Paris Arena
1543297,LARN Amy,Female,Athlete,IRL,Ireland,Ireland,['Rugby Sevens'],['Women'],14/07/2004,,,1974290,Gold Medal,1,6/8/2024,Camryn ROGERS,,Athletics,,,,,2024-07-28T12:45:00+02:00,2024-07-28T14:15:00+02:00,,,,Yves-du-Manoir Stadium,Yves-du-Manoir Stadium - Pitch 1
1543299,ORCHARD Ashleigh,Female,Athlete,IRL,Ireland,Ireland,['Rugby Sevens'],['Women'],21/12/1991,,,1960899,Silver Medal,2,6/8/2024,Annette Nneka ECHIKUNWOKE,,Athletics,,,,,2024-07-28T12:50:00+02:00,2024-07-28T13:15:00+02:00,,,,Grand Palais,Grand Palais - Blue Piste
1543302,FANNON Thomas,Male,Athlete,IRL,Ireland,Ireland,['Swimming'],"[""Men's 50m Freestyle""]",20/05/1998,,,1919077,Bronze Medal,3,6/8/2024,ZHAO Jie,,Athletics,,,,,2024-07-28T12:50:00+02:00,2024-07-28T13:15:00+02:00,,,,Grand Palais,Grand Palais - Yellow Piste
1543303,Mc CUSKER Max,Male,Athlete,IRL,Ireland,Ireland,['Swimming'],"[""Men's 4 x 100m Medley Relay"", 'Relay Only Athlete']",11/9/1999,,,1955645,Bronze Medal,3,6/8/2024,Omari JONES,,Boxing,,,,,2024-07-28T12:50:00+02:00,2024-07-28T13:15:00+02:00,,,,Grand Palais,Grand Palais - Green Piste
1543304,Mc SHARRY Mona,Female,Athlete,IRL,Ireland,Ireland,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",21/08/2000,,,1912009,Bronze Medal,3,6/8/2024,Lewis RICHARDSON,,Boxing,,,,,2024-07-28T12:50:00+02:00,2024-07-28T13:15:00+02:00,,,,Grand Palais,Grand Palais - Red Piste
1543305,WALSHE Ellen,Female,Athlete,IRL,Ireland,Ireland,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 200m Individual Medley"", ""Women's 400m Individual Medley"", ""Women's 4 x 100m Medley Relay""]",29/09/2001,,,1931331,Bronze Medal,3,6/8/2024,Nazym KYZAIBAY,,Boxing,,,,,2024-07-28T12:50:00+02:00,2024-07-28T13:07:00+02:00,,,,Nautical St - Flat water,Vaires-sur-Marne Nautical Stadium - Flat water
1543306,DICKSON Robert,Male,Athlete,IRL,Ireland,Ireland,['Sailing'],"[""Men's Skiff""]",6/3/1998,,,1979870,Bronze Medal,3,6/8/2024,Aira VILLEGAS,,Boxing,,,,,2024-07-28T12:52:00+02:00,2024-07-28T13:03:00+02:00,,,,North Paris Arena,North Paris Arena
1543307,WADDILOVE Sean,Male,Athlete,IRL,Ireland,Ireland,['Sailing'],"[""Men's Skiff""]",19/06/1997,,,1555098,Gold Medal,1,6/8/2024,Kellie HARRINGTON,,Boxing,,,,,2024-07-28T13:00:00+02:00,2024-07-28T14:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 1
1543310,McMAHON Eve,Female,Athlete,IRL,Ireland,Ireland,['Sailing'],"[""Women's Dinghy""]",25/02/2004,,,1926828,Silver Medal,2,6/8/2024,YANG Wenlu,,Boxing,,,,,2024-07-28T13:00:00+02:00,2024-07-28T14:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 2
1543312,DAVISON Grace,Female,Athlete,IRL,Ireland,Ireland,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",26/08/2007,,,1898283,Bronze Medal,3,6/8/2024,Janjaem SUWANNAPHENG,,Boxing,,,,,2024-07-28T13:00:00+02:00,2024-07-28T14:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 3
1543314,MULLEN Ryan,Male,Athlete,IRL,Ireland,Ireland,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",7/8/1994,,,1887975,Bronze Medal,3,6/8/2024,CHEN Nien Chin,,Boxing,,,,,2024-07-28T13:00:00+02:00,2024-07-28T14:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 4
1543316,MEADOW Stephanie,Female,Athlete,IRL,Ireland,Ireland,['Golf'],"[""Women's Individual Stroke Play""]",20/01/1992,,,CTRMSPRTEAM3NED01,Gold Medal,1,6/8/2024,Netherlands,,Cycling Track,,,,,2024-07-28T13:00:00+02:00,2024-07-28T15:15:00+02:00,,,,South Paris Arena 1,South Paris Arena 1
1543317,DOYLE Phili,Male,Athlete,IRL,Ireland,Ireland,['Rowing'],"[""Men's Double Sculls""]",17/09/1992,,,CTRMSPRTEAM3GBR01,Silver Medal,2,6/8/2024,Great Britain,,Cycling Track,,,,,2024-07-28T13:15:00+02:00,2024-07-28T13:40:00+02:00,,,,Grand Palais,Grand Palais - Blue Piste
1543318,CORRIGAN Ross,Male,Athlete,IRL,Ireland,Ireland,['Rowing'],"[""Men's Pair""]",4/1/1999,,,CTRMSPRTEAM3AUS01,Bronze Medal,3,6/8/2024,Australia,,Cycling Track,,,,,2024-07-28T13:15:00+02:00,2024-07-28T13:40:00+02:00,,,,Grand Palais,Grand Palais - Yellow Piste
1543319,HEGARTY Emily,Female,Athlete,IRL,Ireland,Ireland,['Rowing'],"[""Women's Four""]",3/8/1998,,,1901545,Gold Medal,1,6/8/2024,QUAN Hongchan,,Diving,,,,,2024-07-28T13:15:00+02:00,2024-07-28T13:40:00+02:00,,,,Grand Palais,Grand Palais - Green Piste
1543320,BERGIN Alison,Female,Athlete,IRL,Ireland,Ireland,['Rowing'],"[""Women's Double Sculls""]",25/02/2002,,,1901544,Silver Medal,2,6/8/2024,CHEN Yuxi,,Diving,,,,,2024-07-28T13:15:00+02:00,2024-07-28T13:40:00+02:00,,,,Grand Palais,Grand Palais - Red Piste
1543322,Mc CARTHY Fintan,Male,Athlete,IRL,Ireland,Ireland,['Rowing'],"[""Lightweight Men's Double Sculls""]",23/11/1996,,,1980115,Bronze Medal,3,6/8/2024,KIM Mi Rae,,Diving,,,,,2024-07-28T13:15:00+02:00,2024-07-28T14:45:00+02:00,,,,Yves-du-Manoir Stadium,Yves-du-Manoir Stadium - Pitch 2
1543327,ADELEKE Rhasidat,Female,Athlete,IRL,Ireland,Ireland,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",29/08/2002,,,1914912,Gold Medal,1,6/8/2024,Christian KUKUK,,Equestrian,,,,,2024-07-28T13:15:00+02:00,2024-07-28T13:50:00+02:00,,,,Marseille Marina,Marseille Marina - Corniche
1543389,RAMAKONGOANA Tebello,Male,Athlete,LES,Lesotho,Lesotho,['Athletics'],"[""Men's Marathon""]",13/10/1996,,,1976553,Silver Medal,2,6/8/2024,Steve GUERDAT,,Equestrian,,,,,2024-07-28T13:15:00+02:00,2024-07-28T13:50:00+02:00,,,,Marseille Marina,Marseille Marina - Frioul
1543408,HERNANDEZ Angel,Male,Athlete,COL,Colombia,Colombia,['Trampoline Gymnastics'],['Men'],6/1/1995,,,1976879,Bronze Medal,3,6/8/2024,Maikel van der VLEUTEN,,Equestrian,,,,,2024-07-28T13:30:00+02:00,2024-07-28T15:15:00+02:00,,,,Pierre Mauroy Stadium,Pierre Mauroy Stadium
1543412,ENRIQUEZ Jorge,Male,Athlete,COL,Colombia,Colombia,['Archery'],"[""Men's Individual"", ""Men's Team""]",24/06/1999,,,1946064,Gold Medal,1,6/8/2024,Arisa TREW,,Skateboarding,,,,,2024-07-28T13:40:00+02:00,2024-07-28T14:05:00+02:00,,,,Grand Palais,Grand Palais - Blue Piste
1543418,HOYE YENDA MOUKOULA Wissy Frank,Male,Athlete,GAB,Gabon,Gabon,['Athletics'],"[""Men's 100m""]",29/09/1996,,,1902075,Silver Medal,2,6/8/2024,HIRAKI Cocona,,Skateboarding,,,,,2024-07-28T13:40:00+02:00,2024-07-28T14:05:00+02:00,,,,Grand Palais,Grand Palais - Yellow Piste
1543422,FORBES Shashalee,Female,Athlete,JAM,Jamaica,Jamaica,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",10/5/1996,,,1544123,Bronze Medal,3,6/8/2024,Sky BROWN,,Skateboarding,,,,,2024-07-28T13:40:00+02:00,2024-07-28T14:05:00+02:00,,,,Grand Palais,Grand Palais - Green Piste
1543430,GONZALEZ Jhancarlos,Male,Athlete,COL,Colombia,Colombia,['Skateboarding'],"[""Men's Street""]",14/03/1997,,,1571506,Gold Medal,1,6/8/2024,Mijain LOPEZ NUNEZ,,Wrestling,,,,,2024-07-28T13:40:00+02:00,2024-07-28T14:05:00+02:00,,,,Grand Palais,Grand Palais - Red Piste
1543437,URIBE Mariajo,Female,Athlete,COL,Colombia,Colombia,['Golf'],"[""Women's Individual Stroke Play""]",27/02/1990,,,1935199,Silver Medal,2,6/8/2024,Yasmani ACOSTA FERNANDEZ,,Wrestling,,,,,2024-07-28T13:55:00+02:00,2024-07-28T14:30:00+02:00,,,,Marseille Marina,Marseille Marina - Frioul
1543443,OSORIO Camila,Female,Athlete,COL,Colombia,Colombia,['Tennis'],"[""Women's Singles""]",22/12/2001,,,1544882,Bronze Medal,3,6/8/2024,Amin MIRZAZADEH,,Wrestling,,,,,2024-07-28T14:00:00+02:00,2024-07-28T14:40:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 1
1543445,MURILLO Maria Lucelly,Female,Athlete,COL,Colombia,Colombia,['Athletics'],"[""Women's Javelin Throw""]",5/5/1991,,,1919983,Bronze Medal,3,6/8/2024,MENG Lingzhe,,Wrestling,,,,,2024-07-28T14:00:00+02:00,2024-07-28T14:40:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 2
1543446,ZAMBRANO Anthony Jose,Male,Athlete,COL,Colombia,Colombia,['Athletics'],"[""Men's 400m""]",17/01/1998,,,1939713,Gold Medal,1,6/8/2024,FUMITA Kenichiro,,Wrestling,,,,,2024-07-28T14:00:00+02:00,2024-07-28T14:40:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 3
1543470,DALMERO Arnovis,Male,Athlete,COL,Colombia,Colombia,['Athletics'],"[""Men's Long Jump""]",23/09/2000,,,1919973,Silver Medal,2,6/8/2024,CAO Liguo,,Wrestling,,,,,2024-07-28T14:00:00+02:00,2024-07-28T15:30:00+02:00,,,,South Paris Arena 6,South Paris Arena 6
1543471,ORTEGA Mauricio,Male,Athlete,COL,Colombia,Colombia,['Athletics'],"[""Men's Discus Throw""]",4/8/1994,,,1566631,Bronze Medal,3,6/8/2024,Zholaman SHARSHENBEKOV,,Wrestling,,,,,2024-07-28T14:00:00+02:00,2024-07-28T14:30:00+02:00,,,,Chateauroux Shooting Ctr,Chateauroux - 10m Qualification
1543474,AGUILAR Evelis,Female,Athlete,COL,Colombia,Colombia,['Athletics'],"[""Women's 400m""]",3/1/1993,,,1980153,Bronze Medal,3,6/8/2024,RI Se Ung,,Wrestling,,,,,2024-07-28T14:05:00+02:00,2024-07-28T14:35:00+02:00,,,,Grand Palais,Grand Palais - Blue Piste
1543479,ARAUJO Martha,Female,Athlete,COL,Colombia,Colombia,['Athletics'],"[""Women's Heptathlon""]",12/5/1996,,,1955304,Gold Medal,1,6/8/2024,Amit ELOR,,Wrestling,,,,,2024-07-28T14:05:00+02:00,2024-07-28T14:35:00+02:00,,,,Grand Palais,Grand Palais - Yellow Piste
1543481,HERRERA Cesar,Male,Athlete,COL,Colombia,Colombia,['Athletics'],['Marathon Race Walk Relay Mixed'],18/01/1999,,,1568241,Silver Medal,2,6/8/2024,Meerim ZHUMANAZAROVA,,Wrestling,,,,,2024-07-28T14:05:00+02:00,2024-07-28T14:35:00+02:00,,,,Grand Palais,Grand Palais - Green Piste
1543483,PAJON LONDONO Mariana,Female,Athlete,COL,Colombia,Colombia,['Cycling BMX Racing'],['Women'],10/10/1991,,,1570415,Bronze Medal,3,6/8/2024,Buse CAVUSOGLU TOSUN,,Wrestling,,,,,2024-07-28T14:05:00+02:00,2024-07-28T14:35:00+02:00,,,,Grand Palais,Grand Palais - Red Piste
1543485,BOLLE CARRILLO Gabriela,Female,Athlete,COL,Colombia,Colombia,['Cycling BMX Racing'],['Women'],14/12/2000,,,1939709,Bronze Medal,3,6/8/2024,OZAKI Nonoka,,Wrestling,,,,,2024-07-28T14:07:00+02:00,2024-07-28T14:42:00+02:00,,,,Marseille Marina,Marseille Marina - Corniche
1543487,ARBOLEDA OSPINA Diego Alejandro,Male,Athlete,COL,Colombia,Colombia,['Cycling BMX Racing'],['Men'],16/08/1996,,,SWAWTEAM8---CHN01,Gold Medal,1,7/8/2024,China,,Artistic Swimming,,,,,2024-07-28T14:10:00+02:00,2024-07-28T15:40:00+02:00,,,,Elancourt Hill,Elancourt Hill
1543489,RAMIREZ YEPES Carlos Alberto,Male,Athlete,COL,Colombia,Colombia,['Cycling BMX Racing'],['Men'],12/3/1994,,,SWAWTEAM8---USA01,Silver Medal,2,7/8/2024,United States,,Artistic Swimming,,,,,2024-07-28T14:15:00+02:00,2024-07-28T14:38:00+02:00,,,,Invalides,Invalides
1543490,CARMONA GARCIA Mateo,Male,Athlete,COL,Colombia,Colombia,['Cycling BMX Racing'],['Men'],23/12/2001,,,SWAWTEAM8---ESP01,Bronze Medal,3,7/8/2024,Spain,,Artistic Swimming,,,,,2024-07-28T14:35:00+02:00,2024-07-28T15:05:00+02:00,,,,Grand Palais,Grand Palais - Blue Piste
1543494,VILLEGAS SERNA Queen Saray,Female,Athlete,COL,Colombia,Colombia,['Cycling BMX Freestyle'],"[""Women's Park""]",3/6/2003,,,ATHX42KWALKTESP02,Gold Medal,1,7/8/2024,MARTIN A/PEREZ M,,Athletics,,,,,2024-07-28T14:35:00+02:00,2024-07-28T15:05:00+02:00,,,,Grand Palais,Grand Palais - Yellow Piste
1543495,BAYONA PINEDA Martha,Female,Athlete,COL,Colombia,Colombia,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint""]",12/8/1995,,,ATHX42KWALKTECU01,Silver Medal,2,7/8/2024,PINTADO B/MOREJON G,,Athletics,,,,,2024-07-28T14:35:00+02:00,2024-07-28T15:05:00+02:00,,,,Grand Palais,Grand Palais - Green Piste
1543498,QUINTERO CHAVARRO Kevin Santiago,Male,Athlete,COL,Colombia,Colombia,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint""]",28/10/1998,,,ATHX42KWALKTAUS01,Bronze Medal,3,7/8/2024,COWLEY R/MONTAG J,,Athletics,,,,,2024-07-28T14:35:00+02:00,2024-07-28T15:05:00+02:00,,,,Grand Palais,Grand Palais - Red Piste
1543501,ORTEGA FONTALVO Cristian David,Male,Athlete,COL,Colombia,Colombia,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint""]",29/09/2000,,,1555372,Gold Medal,1,7/8/2024,Soufiane EL BAKKALI,,Athletics,,,,,2024-07-28T14:38:00+02:00,2024-07-28T15:01:00+02:00,,,,Invalides,Invalides
1543503,ALVAREZ Yenny,Female,Athlete,COL,Colombia,Colombia,['Weightlifting'],"[""Women's 59kg""]",24/05/1995,,,1965896,Silver Medal,2,7/8/2024,Kenneth ROOKS,,Athletics,,,,,2024-07-28T14:50:00+02:00,2024-07-28T16:29:00+02:00,,,,Bercy Arena,Bercy Arena
1543506,LOPEZ Yeison,Male,Athlete,COL,Colombia,Colombia,['Weightlifting'],"[""Men's 89kg""]",1/9/1999,,,1910445,Bronze Medal,3,7/8/2024,Abraham KIBIWOT,,Athletics,,,,,2024-07-28T14:50:00+02:00,2024-07-28T15:30:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 1
1543507,MOSQUERA Luis,Male,Athlete,COL,Colombia,Colombia,['Weightlifting'],"[""Men's 73kg""]",27/03/1995,,,1960177,Gold Medal,1,7/8/2024,Quincy HALL,,Athletics,,,,,2024-07-28T14:50:00+02:00,2024-07-28T15:30:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 2
1543509,SANCHEZ Mari Leivis,Female,Athlete,COL,Colombia,Colombia,['Weightlifting'],"[""Women's 71kg""]",8/10/1991,,,1924430,Silver Medal,2,7/8/2024,Matthew HUDSON-SMITH,,Athletics,,,,,2024-07-28T14:50:00+02:00,2024-07-28T15:30:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 3
1543513,GOMEZ HURTADO Stefania,Female,Athlete,COL,Colombia,Colombia,['Swimming'],"[""Women's 100m Breaststroke""]",12/4/2004,,,1937531,Bronze Medal,3,7/8/2024,Muzala SAMUKONGA,,Athletics,,,,,2024-07-28T14:59:00+02:00,2024-07-28T15:34:00+02:00,,,,Marseille Marina,Marseille Marina - Corniche
1543540,DIACONESCU Rebecca-Aimee,Female,Athlete,ROU,Romania,Romania,['Swimming'],"[""Women's 200m Freestyle""]",24/04/2006,,,1912322,Gold Medal,1,7/8/2024,Roje STONA,,Athletics,,,,,2024-07-28T15:00:00+02:00,2024-07-28T15:50:00+02:00,,,,Eiffel Tower Stadium,Eiffel Tower Stadium - Centre Court
1543542,HERRERA Fatima,Female,Athlete,MEX,Mexico,Mexico,['Boxing'],"[""Women's 50kg""]",12/11/2001,,,1922593,Silver Medal,2,7/8/2024,Mykolas ALEKNA,,Athletics,,,,,2024-07-28T15:00:00+02:00,2024-07-28T16:25:00+02:00,,,,Aquatics Centre,Aquatics Centre
1543549,POPOVICI David,Male,Athlete,ROU,Romania,Romania,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 200m Freestyle""]",15/09/2004,,,1939824,Bronze Medal,3,7/8/2024,Matthew DENNY,,Athletics,,,,,2024-07-28T15:01:00+02:00,2024-07-28T15:24:00+02:00,,,,Invalides,Invalides
1543554,STANCU Vlad Stefan,Male,Athlete,ROU,Romania,Romania,['Swimming'],"[""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",13/08/2005,,,1939839,Gold Medal,1,7/8/2024,Nina KENNEDY,,Athletics,,,,,2024-07-28T15:05:00+02:00,2024-07-28T15:30:00+02:00,,,,Grand Palais,Grand Palais - Blue Piste
1543608,RICHTER Sergey,Male,Athlete,ISR,Israel,Israel,['Shooting'],['10m Air Rifle Men'],23/04/1989,,,1965268,Silver Medal,2,7/8/2024,Katie MOON,,Athletics,,,,,2024-07-28T15:05:00+02:00,2024-07-28T15:30:00+02:00,,,,Grand Palais,Grand Palais - Yellow Piste
1543615,ROUABAH Fadi,Male,Athlete,ALG,Algeria,Algeria,['Wrestling'],"[""Men's Greco-Roman 97kg""]",27/02/2001,,,1974216,Bronze Medal,3,7/8/2024,Alysha NEWMAN,,Athletics,,,,,2024-07-28T15:05:00+02:00,2024-07-28T15:30:00+02:00,,,,Grand Palais,Grand Palais - Green Piste
1543643,ISLAM Md Sagor,Male,Athlete,BAN,Bangladesh,Bangladesh,['Archery'],"[""Men's Individual""]",5/6/2006,,,1895903,Bronze Medal,3,7/8/2024,Nelvie Raman TIAFACK,,Boxing,,,,,2024-07-28T15:05:00+02:00,2024-07-28T15:30:00+02:00,,,,Grand Palais,Grand Palais - Red Piste
1543694,ZILBERMAN Misha,Male,Athlete,ISR,Israel,Israel,['Badminton'],"[""Men's Singles""]",25/01/1989,,,1879120,Bronze Medal,3,7/8/2024,Djamili-Dini ABOUDOU MOINDZE,,Boxing,,,,,2024-07-28T15:24:00+02:00,2024-07-28T15:47:00+02:00,,,,Invalides,Invalides
1543695,MAKHKAMOV Shakhriyor,Male,Athlete,UZB,Uzbekistan,Uzbekistan,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",17/02/1997,,,1555537,Gold Medal,1,7/8/2024,Erislandy ALVAREZ BORGES,,Boxing,,,,,2024-07-28T15:30:00+02:00,2024-07-28T15:41:00+02:00,,,,North Paris Arena,North Paris Arena
1543868,FIORA Sofia,Female,Athlete,ARG,Argentina,Argentina,['Judo'],['Women -52 kg'],8/1/1996,,,1879111,Silver Medal,2,7/8/2024,Sofiane OUMIHA,,Boxing,,,,,2024-07-28T15:30:00+02:00,2024-07-28T16:36:00+02:00,,,,Nautical St - White water,Vaires-sur-Marne Nautical Stadium - White water
1543884,CHANGANAMUNO Tayamika,Female,Athlete,MAW,Malawi,Malawi,['Swimming'],"[""Women's 50m Freestyle""]",1/7/2000,,,1564362,Gold Medal,1,7/8/2024,Oleksandr KHYZHNIAK,,Boxing,,,,,2024-07-28T15:30:00+02:00,2024-07-28T15:55:00+02:00,,,,Grand Palais,Grand Palais - Blue Piste
1543943,MATSENJWA Sibusiso,Male,Athlete,SWZ,Eswatini,Eswatini,['Athletics'],"[""Men's 100m""]",2/5/1988,,,1932824,Silver Medal,2,7/8/2024,Nurbek ORALBAY,,Boxing,,,,,2024-07-28T15:30:00+02:00,2024-07-28T15:55:00+02:00,,,,Grand Palais,Grand Palais - Yellow Piste
1543950,HOY Hayley,Female,Athlete,SWZ,Eswatini,Eswatini,['Swimming'],"[""Women's 100m Butterfly""]",1/3/2008,,,1568204,Bronze Medal,3,7/8/2024,Esra YILDIZ KAHRAMAN,,Boxing,,,,,2024-07-28T15:30:00+02:00,2024-07-28T15:55:00+02:00,,,,Grand Palais,Grand Palais - Green Piste
1543963,BEAUGRAND Cassandre,Female,Athlete,FRA,France,France,['Triathlon'],"[""Women's Individual""]",23/05/1997,,,1979904,Bronze Medal,3,7/8/2024,Nesthy PETECIO,,Boxing,,,,,2024-07-28T15:30:00+02:00,2024-07-28T15:55:00+02:00,,,,Grand Palais,Grand Palais - Red Piste
